,code,type,m2,bathrooms,bedrooms,private_parking,common_parking,elevator,private_garden,common_garden,balcony,autonomous_heating,heating_type,energetic_class,year,city,zone,date,price
0,96752978,flat,68,1,1,0,0,False,False,False,False,True,M,G,1970.0,Bastiglia,Via San Martino,2023-07-26,82.000
1,103619684,flat,92,1,2,1,1,False,False,False,False,True,M,,1971.0,Bastiglia,via verdi,2023-07-26,85.000
2,103604470,flat,80,1,2,1,1,True,False,True,True,True,M,,2007.0,Bastiglia,Via Del Riccio,2023-07-26,133.000
3,104929507,flat,110,1,2,1,1,False,False,True,True,True,M,,1965.0,Bastiglia,via XXV Aprile,2023-07-26,145.000
4,103619638,flat,75,1,2,1,1,False,False,True,True,True,M,,1998.0,Bastiglia,Via delle macine,2023-07-26,128.000
5,103637594,flat,85,1,2,0,0,False,False,False,False,False,M,,1970.0,Bastiglia,Via Garibaldi,2023-07-26,126.000
6,103950191,flat,85,1,1,1,1,True,True,False,False,True,M,,2008.0,Bastiglia,Via stazione,2023-07-26,140.000
7,103619764,flat,65,1,2,1,1,False,False,False,True,True,M,,2002.0,Bastiglia,Via Stazione,2023-07-26,120.000
8,104951593,flat,65,1,1,1,1,False,False,False,False,True,M,E,2002.0,Bastiglia,"via XXV aprile, 22",2023-07-26,90.000
9,104829765,flat,65,1,2,1,1,False,False,False,True,True,M,C,2007.0,Bastiglia,piazza Tintori,2023-07-26,130.000
10,103619672,flat,95,1,2,1,1,True,False,False,True,True,G,F,1998.0,Bastiglia,piazza repubblica,2023-07-26,115.000
11,102557332,flat,100,1,2,0,0,True,False,False,True,True,M,F,1970.0,Bastiglia,Piazza Repubblica,2023-07-26,108.000
12,104478467,flat,114,1,2,1,0,False,False,True,True,True,M,G,1965.0,Bastiglia,Viale Via Giuseppe Verdi,2023-07-26,145.000
13,104521923,rustic,725,3,0,0,0,False,False,False,False,True,M,,1980.0,Bastiglia,"Via dell'Artigianato, 33, 41030 Bastiglia MO, Italia",2023-07-26,"176.062,00"
14,104647409,flat,90,1,2,1,0,False,False,True,True,True,G,G,1971.0,Bastiglia,Via Giacomo Puccini,2023-07-26,145.000
15,102743712,flat,72,1,2,1,0,False,False,False,True,True,M,G,1988.0,Bastiglia,Via 4 Novembre 11,2023-07-26,
16,101277741,house,212,3,4,1,4,False,True,False,False,True,M,G,1994.0,Bastiglia,Strada di San Clemente 4,2023-07-26,650.000
17,102483436,flat,60,1,2,1,0,False,False,False,False,True,M,F,1996.0,Bastiglia,Via San Martino 16,2023-07-26,95.000
18,57933580,flat,89,1,2,1,1,False,True,False,False,True,M,E,1995.0,Bastiglia,Via dei Mugnai,2023-07-26,114.000
19,81877008,flat,205,1,3,1,0,False,True,False,False,True,G,,1980.0,Bastiglia,Piazza Repubblica,2023-07-26,140.000
20,101927420,flat,100,1,2,2,0,True,False,True,True,True,M,E,1988.0,Bastiglia,Via Palmiro Togliatti 26,2023-07-26,148.000
21,76299816,flat,70,1,1,1,0,True,False,True,True,True,M,G,2005.0,Bastiglia,Via Giuseppe Verdi,2023-07-26,95.000
22,96952292,flat,100,1,1,0,0,True,False,True,False,True,G,G,1995.0,Bastiglia,Piazza Repubblica,2023-07-26,108.000
23,81013455,flat,135,2,3,0,0,True,False,True,False,True,G,G,1995.0,Bastiglia,Piazza Repubblica,2023-07-26,165.000
24,100322186,flat,41,1,u,1,0,False,False,False,False,True,M,E,1995.0,Bastiglia,Via San Martino 18,2023-07-26,45.000
25,75109966,flat,91,1,2,1,0,True,False,True,True,True,P,D,2005.0,Bastiglia,Viale 1 Maggio,2023-07-26,125.000
26,94589806,flat,60,1,1,0,0,False,False,True,False,True,G,,2022.0,Bastiglia,Strada Statale dell'Abetone e del Brennero,2023-07-26,103.000
27,80317451,flat,305,1,g,1,1,False,False,False,False,True,M,B,2004.0,Bastiglia,via Fiumicello 31,2023-07-26,305.000
28,103619674,townhouse,100,1,2,0,0,False,True,False,True,True,M,,1960.0,Bomporto,via borsari,2023-07-26,80.000
29,103619746,flat,85,1,3,1,1,False,False,False,False,True,M,,1980.0,Bomporto,"via pergolesi, 1",2023-07-26,100.000
30,103619724,flat,88,1,2,0,0,False,False,True,True,True,M,,2008.0,Bomporto,Via Canale naviglio,2023-07-26,150.000
31,103932637,flat,95,1,2,1,1,True,False,True,True,False,M,,2009.0,Bomporto,via del Lambrusco,2023-07-26,158.000
32,103604494,flat,125,1,2,0,0,True,False,False,False,True,M,,2006.0,Bomporto,Via Ugo Foscolo,2023-07-26,115.000
33,103619680,flat,130,2,2,1,1,False,True,False,True,True,G,,2009.0,Bomporto,via collodi,2023-07-26,250.000
34,103619750,flat,135,1,2,1,1,False,False,True,True,True,M,G,1980.0,Bomporto,Via ravarino carpi,2023-07-26,130.000
35,103619650,rustic,287,2,4,0,0,False,True,False,False,True,G,G,1950.0,Bomporto,via po,2023-07-26,77.000
36,103619762,flat,123,2,3,1,1,True,False,True,True,True,M,A,2024.0,Bomporto,Via adige,2023-07-26,230.000
37,103619770,flat,123,2,3,1,1,True,False,True,True,True,M,A,2024.0,Bomporto,Via adige,2023-07-26,245.000
38,103619722,house,155,2,3,1,1,False,True,False,True,True,G,A,2023.0,Bomporto,Via Rubicone,2023-07-26,300.000
39,103093846,flat,140,2,3,1,0,False,False,True,True,True,G,F,2001.0,Bomporto,Via dell'Acero,2023-07-26,158.000
40,103407268,house,140,1,3,1,0,False,True,False,False,True,G,G,1980.0,Bomporto,Via Padella,2023-07-26,100.000
41,101391093,house,255,4,4,2,1,False,True,False,True,True,G,D,2007.0,Bomporto,Viale Cornelio Barbieri,2023-07-26,385.000
42,103385432,flat,123,2,2,1,0,False,False,True,False,True,G,G,1986.0,Bomporto,Via Verdeta,2023-07-26,103.000
43,103619768,flat,152,2,3,1,1,True,False,True,True,True,M,A,2024.0,Bomporto,Via adige,2023-07-26,255.000
44,101472739,flat,115,2,3,1,1,False,False,True,True,True,M,,1980.0,Bomporto,Via Verdeta,2023-07-26,120.000
45,102657090,flat,82,1,2,1,1,True,False,False,False,True,M,E,2008.0,Bomporto,Piazza Guglielmo Marconi,2023-07-26,90.000
46,103767798,townhouse,100,2,2,0,1,False,True,False,True,True,M,G,1970.0,Bomporto,Via Tabacchi,2023-07-26,80.000
47,104283555,house,314,3,4,0,0,False,False,False,False,True,M,,1980.0,Bomporto,"Via Ravarino Carpi, 180, 41030 Sorbara MO, Italia",2023-07-26,"375.638,00"
48,99096496,flat,70,1,2,1,0,True,False,True,True,True,M,G,2005.0,Bomporto,Via del Barolo 7,2023-07-26,125.000
49,100887405,flat,73,1,2,1,0,False,False,True,True,True,M,G,2005.0,Bomporto,Via del Lambrusco 451,2023-07-26,125.000
50,92335430,flat,150,2,2,1,1,False,True,False,True,True,M,,2020.0,Bomporto,Via ALFIERI VITTORIO 38/C,2023-07-26,250.000
51,101000955,flat,115,1,2,1,0,False,False,False,False,True,M,G,1960.0,Bomporto,Via per Modena 34,2023-07-26,117.000
52,102296850,townhouse,628,2,6,2,0,False,True,False,True,True,M,,1960.0,Bomporto,Via Prati Livelli 21,2023-07-26,300.000
53,103131286,flat,38,1,1,1,0,False,False,False,True,True,M,G,1990.0,Bomporto,Via Alessandro Manzoni,2023-07-26,90.000
54,100575454,townhouse,137,1,3,0,1,False,True,False,False,True,M,G,1910.0,Bomporto,Via G. Borsari 46,2023-07-26,27.000
55,95252384,flat,145,2,3,0,4,False,False,True,False,True,M,D,1950.0,Bomporto,Via Nazionale,2023-07-26,225.000
56,98640140,flat,103,1,3,1,0,False,False,False,True,True,M,G,1969.0,Bomporto,Via Nazionale 62,2023-07-26,150.000
57,101657657,house,228,3,5,2,0,False,False,False,False,True,M,G,1940.0,Bomporto,Via Nazionale 1,2023-07-26,180.000
58,102268598,townhouse,276,2,2,1,0,True,True,False,True,True,M,G,1970.0,Bomporto,Via Nazionale 106,2023-07-26,240.000
59,102037922,house,127,2,2,2,0,False,True,False,True,True,M,F,1980.0,Bomporto,Via FRESCOBALDI 25,2023-07-26,200.000
60,95929778,flat,110,1,2,2,0,False,False,False,True,True,G,E,1970.0,Bomporto,Via Ravarino Carpi,2023-07-26,128.000
61,93560330,flat,83,1,2,1,0,True,True,False,False,False,M,G,2007.0,Bomporto,Via ARNO 388,2023-07-26,159.000
62,104297649,flat,120,2,2,1,1,True,False,True,True,True,M,,2005.0,Bomporto,VIA LEONARDO DA VINCI,2023-07-26,155.000
63,99404968,flat,67,1,2,2,0,False,True,False,False,True,G,F,2001.0,Bomporto,Via dei Pioppi Cipressini,2023-07-26,205.000
64,74029740,flat,190,1,3,1,1,False,False,True,True,True,M,G,1975.0,Bomporto,via statale,2023-07-26,105.000
65,103532112,townhouse,158,1,2,0,2,False,True,False,False,True,G,,1950.0,Bomporto,Via Nazionale,2023-07-26,215.000
66,102038142,flat,56,1,1,1,0,False,True,False,False,True,M,G,2000.0,Bomporto,Via Piave,2023-07-26,135.000
67,104297815,flat,95,2,3,1,1,True,False,True,True,True,M,,2008.0,Bomporto,"VIA RENO, 388",2023-07-26,160.000
68,102466694,flat,98,1,2,1,0,False,False,False,True,True,G,,1998.0,Bomporto,Via Antonio Vivaldi,2023-07-26,142.000
69,102494808,house,140,2,3,1,0,False,True,False,True,True,S,A,2021.0,Bomporto,VIA CIMAROSA,2023-07-26,330.000
70,103006812,flat,62,1,2,2,0,False,False,False,True,True,M,G,1980.0,Bomporto,Via Don Luigi Sturzo 17,2023-07-26,85.000
71,102267930,flat,93,1,2,1,1,False,False,True,True,True,M,G,1975.0,Bomporto,Via F. Turati 13,2023-07-26,130.000
72,103525202,flat,138,2,3,1,0,False,True,False,False,True,M,,1970.0,Bomporto,Via G. Borsari 17,2023-07-26,390.000
73,103066240,flat,89,1,2,1,0,False,False,True,True,True,M,,1970.0,Bomporto,Via Giovanni Pascoli 2,2023-07-26,85.000
74,104297763,house,150,2,3,1,1,False,True,False,True,True,M,B,2010.0,Bomporto,VIA SAN MICHELE,2023-07-26,210.000
75,104583339,flat,314,2,6,0,0,False,True,False,False,True,G,,1900.0,Bomporto,"via Ravarino Carpi , 180",2023-07-26,"375.638,00"
76,99447052,house,195,3,3,2,0,False,True,False,True,True,P,,2022.0,Bomporto,Via Zoccolo,2023-07-26,240.000
77,99446446,flat,190,2,3,1,0,False,True,False,False,True,P,,2022.0,Bomporto,Via Zoccolo,2023-07-26,240.000
78,99444792,flat,115,1,2,1,0,False,True,False,False,True,P,,2022.0,Bomporto,Via Zoccolo,2023-07-26,145.000
79,103156120,flat,81,1,2,1,1,False,False,True,False,True,G,F,2000.0,Campogalliano,Via Barchetta,2023-07-26,153.000
80,104612965,flat,123,1,2,1,2,True,False,True,True,False,G,F,1985.0,Campogalliano,Via Martiri della Libertà,2023-07-26,160.000
81,102690950,flat,94,1,2,1,1,True,False,False,True,False,M,F,1965.0,Campogalliano,Via Martiri della Libertà,2023-07-26,145.000
82,100637107,flat,78,1,2,1,1,True,False,False,False,True,M,G,1995.0,Campogalliano,Largo John Winston Lennon,2023-07-26,
83,104295255,flat,133,2,3,1,1,True,False,True,True,False,M,F,1975.0,Campogalliano,Via Ferdinando Ori,2023-07-26,248.000
84,104305167,flat,138,2,3,1,2,False,False,True,True,True,M,F,1995.0,Campogalliano,Via Giovanni Messori,2023-07-26,195.000
85,98809908,flat,103,1,2,1,1,False,False,False,True,True,M,G,1980.0,Campogalliano,Via Aldo Moro,2023-07-26,120.000
86,91673336,rustic,250,3,3,1,1,False,True,False,True,True,M,G,1950.0,Campogalliano,Via Canale Carpi,2023-07-26,70.000
87,99386058,house,273,3,3,2,4,False,True,False,False,True,M,E,2006.0,Campogalliano,Via Nuova,2023-07-26,395.000
88,104303657,flat,116,1,3,1,1,False,False,False,True,True,M,G,1980.0,Campogalliano,Via Aldo Moro,2023-07-26,140.000
89,104645885,house,153,3,3,1,3,False,True,False,False,True,M,C,2015.0,Campogalliano,Via Canale Carpi,2023-07-26,335.000
90,104534267,house,629,2,7,0,8,False,True,False,False,True,M,G,1800.0,Campogalliano,Via Ponte Alto-per Modena,2023-07-26,395.000
91,96323374,house,95,1,2,0,4,False,True,False,False,True,M,G,1965.0,Campogalliano,Via Zucchini,2023-07-26,219.000
92,104336473,house,250,2,4,0,2,False,True,False,False,True,M,D,1999.0,Campogalliano,Via Molino Valle,2023-07-26,445.000
93,103838865,house,550,2,3,2,2,False,True,False,False,True,G,G,1985.0,Campogalliano,Via Brigate Partigiane,2023-07-26,630.000
94,86648246,house,802,4,7,2,8,False,True,False,True,True,M,G,1960.0,Campogalliano,Via Chiesa Panzano,2023-07-26,538.000
95,89892077,flat,86,1,1,0,1,False,True,False,False,True,M,F,1960.0,Campogalliano,Via Canale Carpi,2023-07-26,100.000
96,101209405,flat,68,1,1,1,1,False,False,False,True,True,M,F,2004.0,Campogalliano,Via Achille Grandi,2023-07-26,98.000
97,102620676,flat,122,1,3,2,2,False,False,True,True,True,G,F,1985.0,Campogalliano,"via Aldo Moro , 1",2023-07-26,140.000
98,101275861,flat,99,1,2,1,2,True,False,True,True,True,G,F,1985.0,Campogalliano,Via Giuseppe Mazzini,2023-07-26,150.000
99,104369433,house,119,1,2,1,1,False,True,False,False,True,G,D,2009.0,Campogalliano,via san martino,2023-07-26,240.000
100,104332603,flat,124,2,1,1,1,False,True,False,False,True,M,E,2009.0,Campogalliano,Via San Martino,2023-07-26,235.000
101,101784491,rustic,280,1,3,0,2,False,True,False,False,True,G,G,1960.0,Campogalliano,Via Molino Valle,2023-07-26,155.000
102,103030846,flat,145,2,3,2,2,False,False,True,True,True,G,F,1985.0,Campogalliano,via barchetta,2023-07-26,210.000
103,101542869,house,460,2,3,1,0,False,True,False,False,True,G,F,1700.0,Campogalliano,"via Cristina, 10",2023-07-26,550.000
104,99107778,townhouse,230,1,5,1,0,False,True,False,False,True,G,G,1932.0,Campogalliano,Via Giuseppe Garibaldi,2023-07-26,190.000
105,97020964,townhouse,270,1,4,0,0,False,True,False,False,True,G,G,1932.0,Campogalliano,Via Giuseppe Garibaldi,2023-07-26,235.000
106,101330917,house,391,2,5,2,2,False,True,False,True,True,M,,1981.0,Campogalliano,Via Brigate Partigiane,2023-07-26,320.000
107,100532126,house,210,2,3,0,2,False,True,False,False,True,M,G,1960.0,Camposanto,Via Panaria Est,2023-07-26,130.000
108,96618454,townhouse,118,2,3,1,1,False,True,False,True,True,M,G,1978.0,Camposanto,Via Don Minzoni,2023-07-26,169.000
109,103894727,flat,86,1,2,1,1,False,False,True,True,True,G,G,1964.0,Camposanto,Via Sandro Pertini,2023-07-26,75.000
110,102817252,flat,92,1,2,1,1,False,True,False,False,True,G,G,1997.0,Camposanto,Via Panaria Est,2023-07-26,85.000
111,102203782,townhouse,171,1,2,1,2,False,True,False,False,True,M,G,1960.0,Camposanto,Via Panaria Est,2023-07-26,65.000
112,99400976,house,218,3,2,1,0,False,True,False,False,True,M,A,2023.0,Camposanto,Via Gomma,2023-07-26,140.000
113,102588276,flat,88,2,2,0,2,False,False,True,False,True,M,F,1965.0,Camposanto,Via Panaria Ovest,2023-07-26,78.000
114,104071889,flat,159,2,3,0,0,False,False,False,False,True,M,,1980.0,Camposanto,"Via Panaria Ovest, 77, 41031 Camposanto MO, Italia",2023-07-26,"67.725,00"
115,104071863,flat,67,1,3,0,0,False,False,False,False,True,M,,1980.0,Camposanto,"Via Panaria Ovest, 79, 41031 Camposanto MO, Italia",2023-07-26,"67.725,00"
116,104934141,house,344,3,3,1,0,False,True,False,False,True,M,G,1980.0,Camposanto,piazza della Repubblica,2023-07-26,289.000
117,103758598,flat,90,1,2,1,1,False,False,True,False,True,M,E,2004.0,Camposanto,Piazza 2 Giugno,2023-07-26,95.000
118,98127032,townhouse,110,2,3,0,1,False,False,False,False,True,M,,1970.0,Camposanto,Via San Felice,2023-07-26,70.000
119,98208692,flat,84,1,2,1,1,True,False,True,True,True,G,E,2004.0,Camposanto,Via per San Felice,2023-07-26,83.000
120,104168893,townhouse,220,2,4,2,2,False,False,False,True,True,M,G,1960.0,Camposanto,Via Pietro Giannone,2023-07-26,245.000
121,103845827,flat,159,2,3,0,0,False,True,False,False,True,M,G,1986.0,Camposanto,"Via Panaria Ovest, 79",2023-07-26,"67.725,00"
122,98931926,townhouse,90,2,2,1,2,False,True,False,False,True,M,G,1950.0,Camposanto,Via Panaria Est 3,2023-07-26,70.000
123,98932290,townhouse,180,1,6,1,2,False,True,False,True,True,M,G,1950.0,Camposanto,Via Panaria Est 3,2023-07-26,100.000
124,104429093,flat,65,1,2,1,1,False,False,False,True,True,M,G,1970.0,Camposanto,Via Marconi,2023-07-26,100.000
125,98204370,flat,99,1,1,2,1,True,False,False,True,True,G,F,2004.0,Camposanto,Via per San Felice,2023-07-26,96.500
126,103392010,house,249,2,3,2,0,False,True,False,True,True,G,A,2023.0,Camposanto,Via Gomma,2023-07-26,270.000
127,101462309,house,758,4,4,1,1,False,True,False,False,True,G,F,1900.0,Carpi,Quartirolo - Meloni,2023-07-26,690.000
128,101484221,flat,136,2,2,2,2,False,True,False,False,True,G,D,2007.0,Carpi,Musicisti,2023-07-26,285.000
129,102943658,flat,94,1,2,1,0,True,True,False,False,True,M,D,2004.0,Carpi,Fossoli - San Marino,2023-07-26,189.000
130,99524894,house,175,3,3,1,0,False,True,False,False,True,S,A,2023.0,Carpi,Cibeno,2023-07-26,370.000
131,103937559,flat,113,2,3,1,0,False,False,False,True,True,M,F,1970.0,Carpi,Ospedale,2023-07-26,
132,103843543,flat,140,2,3,1,2,True,True,False,False,True,S,A,2023.0,Carpi,Due Ponti,2023-07-26,355.000
133,105008653,flat,84,1,2,2,1,False,False,True,True,False,M,F,1970.0,Carpi,Remesina - Pezzana,2023-07-26,105.000
134,103939519,flat,119,2,3,2,0,True,False,False,True,False,G,F,1980.0,Carpi,Ospedale,2023-07-26,180.000
135,79978417,flat,140,2,2,1,0,True,False,False,True,True,S,A,2021.0,Carpi,Cibeno,2023-07-26,320.000
136,79978351,flat,150,2,2,1,0,True,False,False,True,True,S,A,2021.0,Carpi,Cibeno,2023-07-26,310.000
137,104521327,flat,94,1,2,1,1,True,False,False,True,False,G,E,1980.0,Carpi,Remesina - Pezzana,2023-07-26,125.000
138,103366858,flat,135,i,3,1,1,True,False,True,True,False,G,E,1980.0,Carpi,Ospedale,2023-07-26,300.000
139,91843240,house,111,2,3,1,1,False,True,False,True,True,S,A,2022.0,Carpi,Fossoli - San Marino,2023-07-26,295.000
140,102657150,flat,100,1,2,0,0,False,False,True,True,True,G,D,1968.0,Carpi,Ospedale,2023-07-26,127.000
141,104761973,house,1.166,4,4,2,6,True,True,False,False,True,S,,2000.0,Carpi,Santa Croce,2023-07-26,
142,103284684,house,300,4,3,1,1,False,True,False,False,True,M,,2005.0,Carpi,Gargallo,2023-07-26,
143,104509997,house,146,1,2,1,1,False,True,False,False,True,M,G,1960.0,Carpi,Remesina - Pezzana,2023-07-26,215.000
144,103899641,flat,167,3,3,2,0,False,True,False,True,True,M,F,1980.0,Carpi,Fossoli - San Marino,2023-07-26,
145,103077702,flat,139,2,3,1,0,True,False,False,True,True,M,F,1975.0,Carpi,Quartirolo - Meloni,2023-07-26,259.000
146,101938878,penthouse,140,1,2,0,0,False,False,False,False,True,M,C,1800.0,Carpi,Centro Storico,2023-07-26,299.000
147,101275739,house,205,2,4,1,2,False,True,False,False,True,G,F,1987.0,Carpi,Santa Croce,2023-07-26,
148,101796095,townhouse,223,2,4,1,0,False,True,False,True,True,G,,1965.0,Carpi,Ospedale,2023-07-26,345.000
149,103052396,flat,149,2,2,1,1,True,True,False,False,True,S,A,2024.0,Carpi,Quartirolo - Meloni,2023-07-26,369.000
150,101416055,flat,80,1,2,1,0,False,False,False,True,True,M,G,1980.0,Carpi,Cibeno,2023-07-26,138.000
151,102098672,house,377,3,4,1,4,False,True,False,True,True,G,B,1970.0,Carpi,Fossoli - San Marino,2023-07-26,315.000
152,95895136,house,170,2,3,1,0,False,True,False,True,True,M,C,2008.0,Carpi,Cibeno,2023-07-26,339.000
153,98476588,flat,130,2,3,1,0,False,True,False,True,True,M,G,1970.0,Carpi,Morbidina - Cuneo,2023-07-26,290.000
154,103562014,flat,52,1,1,1,0,True,False,False,True,False,M,,1980.0,Carpi,Quartirolo - Meloni,2023-07-26,139.000
155,102204290,house,168,3,3,1,1,False,True,False,True,True,S,A,2012.0,Carpi,Quartirolo - Meloni,2023-07-26,380.000
156,99107626,flat,76,1,2,0,0,False,False,False,True,True,M,,1980.0,Carpi,Musicisti,2023-07-26,85.000
157,103546844,flat,87,1,2,2,0,True,False,True,False,True,M,G,1983.0,Carpi,Santa Croce,2023-07-26,115.000
158,104897067,flat,89,1,2,1,1,False,False,False,True,True,M,G,1964.0,Carpi,Quartirolo - Meloni,2023-07-26,149.000
159,104627393,flat,130,1,3,1,0,False,False,True,True,False,M,,1970.0,Carpi,Remesina - Pezzana,2023-07-26,143.000
160,101194329,flat,275,3,3,2,0,True,False,False,True,False,M,F,1982.0,Carpi,Quartirolo - Meloni,2023-07-26,
161,102949106,flat,89,1,2,1,1,False,False,True,False,True,G,E,2006.0,Carpi,Migliarina - Budrione,2023-07-26,155.000
162,102162426,flat,115,1,3,1,0,False,False,True,True,True,M,G,1970.0,Carpi,Stadio - Acquedotto,2023-07-26,
163,101269343,flat,88,1,1,0,1,False,False,False,False,True,M,,1980.0,Carpi,Quartirolo - Meloni,2023-07-26,129.000
164,103052616,flat,175,2,3,1,1,True,True,False,False,True,S,A,2024.0,Carpi,Quartirolo - Meloni,2023-07-26,436.000
165,105005915,flat,100,1,2,1,1,True,False,True,True,False,G,,1975.0,Carpi,Musicisti,2023-07-26,138.000
166,102320482,townhouse,328,3,3,2,2,False,True,False,True,True,S,A,1900.0,Carpi,Musicisti,2023-07-26,
167,99155420,flat,88,1,2,1,0,False,False,False,True,True,M,G,1975.0,Carpi,Quartirolo - Meloni,2023-07-26,163.000
168,95775194,flat,62,1,1,1,0,False,False,True,True,True,M,G,1985.0,Carpi,Santa Croce,2023-07-26,105.000
169,104802297,flat,151,2,3,2,2,True,False,False,False,True,M,F,1998.0,Carpi,Musicisti,2023-07-26,235.000
170,89989341,flat,113,2,2,2,0,False,True,False,False,True,M,E,2001.0,Carpi,Gargallo,2023-07-26,235.000
171,101458569,house,140,3,3,1,1,False,True,False,True,True,M,E,1987.0,Carpi,Santa Croce,2023-07-26,285.000
172,100384858,flat,112,1,3,1,1,False,False,False,True,True,M,G,1970.0,Carpi,Musicisti,2023-07-26,160.000
173,93149554,townhouse,115,2,3,1,2,False,True,False,True,True,S,E,1981.0,Carpi,Cibeno,2023-07-26,500.000
174,104677677,flat,160,1,3,1,1,False,False,False,True,True,M,G,1980.0,Carpi,Ospedale,2023-07-26,192.000
175,104828395,flat,130,2,3,1,0,True,False,False,True,True,M,G,1980.0,Carpi,Remesina - Pezzana,2023-07-26,190.000
176,99153706,flat,103,1,2,1,0,False,False,True,True,True,M,E,1970.0,Carpi,Quartirolo - Meloni,2023-07-26,123.000
177,104275425,flat,94,1,3,1,0,True,False,False,True,True,M,G,1973.0,Carpi,Fossoli - San Marino,2023-07-26,105.000
178,104662719,flat,115,1,3,1,1,True,False,False,True,False,M,G,1970.0,Carpi,Ospedale,2023-07-26,250.000
179,99417742,flat,116,2,3,2,0,True,False,False,True,True,M,G,1980.0,Carpi,Fossoli - San Marino,2023-07-26,170.000
180,92763904,house,331,4,4,2,1,False,True,False,True,True,M,G,1996.0,Carpi,Quartirolo - Meloni,2023-07-26,630.000
181,103722368,flat,132,2,3,1,0,True,False,False,True,False,M,E,1960.0,Carpi,Ospedale,2023-07-26,300.000
182,104510645,flat,124,1,3,0,0,True,False,False,True,False,M,G,1970.0,Carpi,Ospedale,2023-07-26,141.000
183,102984412,flat,143,2,3,1,0,True,False,True,True,False,M,G,1980.0,Carpi,Quartirolo - Meloni,2023-07-26,180.000
184,103733378,flat,113,1,3,1,0,True,False,True,True,True,M,G,1978.0,Carpi,Fossoli - San Marino,2023-07-26,100.000
185,102470682,flat,100,1,2,1,0,False,False,False,False,True,M,G,1970.0,Carpi,Ospedale,2023-07-26,140.000
186,102246016,flat,108,2,3,1,2,False,False,False,True,True,M,G,1970.0,Carpi,Fossoli - San Marino,2023-07-26,130.000
187,98819324,flat,120,1,3,1,1,True,False,False,True,False,M,G,1977.0,Carpi,Remesina - Pezzana,2023-07-26,160.000
188,96717898,flat,70,1,2,1,0,True,False,True,True,True,M,B,2009.0,Carpi,Due Ponti,2023-07-26,200.000
189,104357067,flat,87,1,2,2,2,False,False,True,True,True,M,G,1970.0,Carpi,Migliarina - Budrione,2023-07-26,170.000
190,100163260,flat,74,1,2,1,0,False,False,False,True,True,M,G,1970.0,Carpi,Remesina - Pezzana,2023-07-26,140.000
191,104644917,flat,95,1,3,1,0,True,False,False,True,False,M,G,1980.0,Carpi,Remesina - Pezzana,2023-07-26,125.000
192,102083552,flat,105,1,2,1,1,True,False,False,False,True,M,G,1980.0,Carpi,Remesina - Pezzana,2023-07-26,130.000
193,96920644,house,177,2,3,1,1,False,True,False,True,True,M,,1960.0,Carpi,Remesina - Pezzana,2023-07-26,350.000
194,100093656,house,170,3,4,1,2,False,True,False,True,True,M,F,1960.0,Carpi,Cibeno,2023-07-26,289.000
195,98688022,flat,107,1,3,1,1,False,False,True,True,True,M,G,1970.0,Carpi,Remesina - Pezzana,2023-07-26,210.000
196,102786530,flat,110,1,3,1,1,True,False,True,True,False,M,G,1977.0,Carpi,Remesina - Pezzana,2023-07-26,145.000
197,102137722,house,160,2,2,0,0,False,True,False,False,True,M,G,1960.0,Carpi,Remesina - Pezzana,2023-07-26,195.000
198,104826661,flat,85,1,2,1,0,False,False,True,True,True,M,G,1975.0,Carpi,Ospedale,2023-07-26,130.000
199,104135611,townhouse,160,1,4,2,2,False,True,False,False,True,M,G,1965.0,Carpi,Cibeno,2023-07-26,250.000
200,100503984,flat,146,2,3,1,0,True,False,False,True,True,M,,1970.0,Carpi,Zona Industriale,2023-07-26,159.000
201,102786528,flat,110,1,3,1,1,False,False,True,True,True,M,G,1960.0,Carpi,Ospedale,2023-07-26,129.000
202,104357557,house,147,2,5,1,0,False,False,False,False,True,M,G,1960.0,Carpi,Remesina - Pezzana,2023-07-26,275.000
203,103580302,flat,125,2,3,1,0,True,False,True,True,True,M,G,1973.0,Carpi,Ospedale,2023-07-26,145.000
204,102678162,flat,70,1,2,1,0,True,False,True,False,True,G,G,2006.0,Carpi,Cortile,2023-07-26,79.000
205,99922004,flat,102,1,2,1,0,True,False,True,True,True,M,G,1976.0,Carpi,Stadio - Acquedotto,2023-07-26,126.000
206,99452634,townhouse,232,4,3,2,0,False,True,False,True,True,M,G,1993.0,Carpi,Due Ponti,2023-07-26,320.000
207,98819566,townhouse,224,2,3,1,0,False,True,False,True,True,M,G,1970.0,Carpi,Ospedale,2023-07-26,285.000
208,99963362,flat,82,1,1,1,0,False,True,False,False,True,M,G,1960.0,Carpi,Fossoli - San Marino,2023-07-26,90.000
209,99665716,flat,167,2,3,0,0,True,False,True,True,True,P,A,2024.0,Carpi,Ospedale,2023-07-26,401.000
210,99122372,flat,95,1,3,1,0,True,False,True,True,True,G,F,1983.0,Carpi,Stadio - Acquedotto,2023-07-26,138.000
211,104994953,flat,90,1,2,1,1,True,False,True,True,True,G,G,1975.0,Carpi,Morbidina - Cuneo,2023-07-26,98.000
212,99701378,rustic,206,1,3,1,0,False,True,False,False,True,M,G,1951.0,Carpi,Fossoli - San Marino,2023-07-26,149.000
213,103546202,flat,175,2,2,1,1,False,True,False,False,True,G,G,1970.0,Carpi,Stadio - Acquedotto,2023-07-26,240.000
214,103703928,flat,108,1,2,1,0,False,False,False,True,True,M,G,1970.0,Carpi,Cibeno,2023-07-26,
